uuid,first_name,last_name,born_on,bio,api_path,first_name1,last_name1,born_on1,bio1,api_path1,first_name2,last_name2,born_on2,bio2,api_path2,first_name3,last_name3,born_on3,bio3,api_path3,first_name4,last_name4,born_on4,bio4,api_path4,first_name5,last_name5,born_on5,bio5,api_path5,first_name6,last_name6,born_on6,bio6,api_path6,first_name7,last_name7,born_on7,bio7,api_path7
06c9e808aa4e4061944252ce5eaaad3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526df963fe964624952a0454d0d1006f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1a0ff9c310849b89d06d3044c4d7b62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01881a8cf7334bdaa373465ed835cab2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f77b2231267f46399449edb7ac8089f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaa3aeaf3e9f4f0d8408e1143e3807e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ea08435302d42f5bdd90c1154be5822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9980b6248f284553bb46f43344c39e09,Troy,Knight,,"An entrepreneur at heart who thrives in opportunities to build companies and divisions from the ground up. Experience in managing and running companies in the design, learning, gaming, and visualization industries with global team development in locations around the US, Europe, India and North America. I have a passion for creating company strategies, business relationships and building team dynamics for delivering effective creative solutions. I do business the old fashion way, It's built around Trust, Loyalty and Value to my clients, partners and community.",https://api.crunchbase.com/v3.1/people/troy-knight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5ad584d014f4fb3936eb624d3d3e6d1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b75767228be483c90fa9f5424a895d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b011476dc864f59b5bf6faba7e9d4cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e9f4fe874a04a40a41294986f2d8339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ab53b3ef52b455a8298479f2d04e931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
